,00:27:E3:29:CD:E0,00:27:E3:29:CE:40,00:27:E3:29:D1:20,00:27:E3:29:D2:A0,00:27:E3:29:D2:E0,00:27:E3:29:D4:A0,00:27:E3:29:D8:E0,00:27:E3:29:DB:E0,00:27:E3:29:DC:00,00:27:E3:29:E8:80,00:A3:8E:4E:29:A1,00:A3:8E:5C:48:60,00:A3:8E:60:EB:E1,00:A3:8E:60:F3:80,00:A3:8E:65:44:00,00:A3:8E:65:48:01,00:A3:8E:67:4C:81,08:4F:A9:10:4B:81,08:4F:A9:2D:77:41,08:4F:A9:2D:8A:41,08:4F:A9:2D:8A:A1,08:4F:A9:30:00:01,08:4F:A9:39:68:21,08:4F:A9:39:6A:41,0C:75:BD:12:BF:A0,40:01:7A:01:B3:82,40:01:7A:01:B8:82,40:01:7A:AF:D3:62,40:01:7A:B1:00:42,40:01:7A:C6:A5:62,40:01:7A:CA:3F:A2,4C:77:6D:10:31:E1,70:EA:1A:22:8F:E1,70:EA:1A:22:96:21,70:EA:1A:22:96:A1,70:EA:1A:22:9B:81,70:EA:1A:22:9F:21,70:EA:1A:22:9F:E1,70:EA:1A:22:A5:A1,70:EA:1A:22:A9:41,70:EA:1A:22:A9:A1,70:EA:1A:65:2E:A1,CC:DB:93:65:2D:20
meetingRoom_000649,-105.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-83.0,-80.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-84.0,-105.0,-82.0,-105.0,-51.0,-105.0,-105.0,-105.0
meetingRoom_000654,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-86.0,-80.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-87.0,-86.0,-105.0,-84.0,-105.0,-50.0,-105.0,-105.0,-105.0
meetingRoom_000659,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-82.0,-105.0,-86.0,-105.0,-62.0,-105.0,-105.0,-105.0
meetingRoom_000704,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-90.0,-105.0,-85.0,-84.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-105.0,-105.0,-86.0,-105.0,-83.0,-105.0,-64.0,-105.0,-105.0,-105.0
meetingRoom_000709,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-105.0,-71.0,-105.0,-68.0,-105.0,-105.0,-105.0
meetingRoom_000714,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-82.0,-105.0,-76.0,-105.0,-58.0,-105.0,-105.0,-105.0
meetingRoom_000719,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-87.0,-105.0,-59.0,-105.0,-105.0,-105.0
roboticsLab_000003,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-88.5,-105.0,-83.5,-105.0,-105.0,-105.0,-74.0,-105.0,-81.5,-105.0,-105.0,-83.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-56.5,-105.0,-105.0,-105.0
roboticsLab_000008,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-76.0,-105.0,-86.0,-105.0,-105.0,-85.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-61.0,-105.0,-105.0,-105.0
roboticsLab_000013,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-105.0,-79.0,-105.0,-105.0,-84.0,-86.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-85.0,-55.0,-105.0,-105.0,-105.0
roboticsLab_000018,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-70.0,-105.0,-78.0,-105.0,-105.0,-81.0,-89.0,-75.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-88.0,-52.0,-105.0,-105.0,-105.0
roboticsLab_000023,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-61.0,-105.0,-77.0,-105.0,-105.0,-77.0,-89.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-90.0,-105.0,-85.0,-52.0,-105.0,-105.0,-105.0
roboticsLab_000028,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-61.0,-105.0,-83.0,-105.0,-105.0,-79.0,-105.0,-74.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-82.0,-105.0,-90.0,-105.0,-51.0,-105.0,-105.0,-105.0
roboticsLab_000033,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-60.0,-105.0,-80.0,-105.0,-105.0,-86.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-51.0,-105.0,-105.0,-105.0
roboticsLab_000038,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-57.0,-105.0,-81.0,-105.0,-105.0,-84.0,-105.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-60.0,-105.0,-105.0,-105.0
roboticsLab_000043,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-90.0,-105.0,-105.0,-105.0,-61.0,-90.0,-82.0,-105.0,-105.0,-80.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-87.0,-53.0,-105.0,-105.0,-105.0
roboticsLab_000048,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-62.0,-105.0,-81.0,-105.0,-105.0,-85.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-52.0,-105.0,-105.0,-105.0
roboticsLab_000053,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-86.0,-105.0,-90.0,-105.0,-105.0,-105.0,-62.0,-105.0,-84.0,-105.0,-105.0,-80.0,-105.0,-75.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-57.0,-105.0,-105.0,-105.0
roboticsLab_000058,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-62.0,-105.0,-84.0,-105.0,-105.0,-86.0,-105.0,-73.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-53.0,-105.0,-105.0,-105.0
roboticsLab_000103,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-60.0,-105.0,-86.0,-105.0,-105.0,-80.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-53.0,-105.0,-105.0,-105.0
roboticsLab_000108,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-60.0,-105.0,-86.0,-105.0,-105.0,-84.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-54.0,-105.0,-105.0,-105.0
roboticsLab_000113,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-69.0,-105.0,-84.0,-105.0,-105.0,-84.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0,-57.0,-105.0,-105.0,-105.0
roboticsLab_000118,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-66.0,-105.0,-81.0,-105.0,-105.0,-84.0,-105.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-51.0,-105.0,-105.0,-105.0
roboticsLab_000123,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-65.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-51.0,-105.0,-105.0,-105.0
roboticsLab_000128,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-68.0,-105.0,-81.0,-105.0,-105.0,-79.0,-105.0,-76.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-105.0,-58.0,-105.0,-105.0,-105.0
roboticsLab_000133,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-68.0,-105.0,-88.0,-105.0,-105.0,-88.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-89.0,-53.0,-105.0,-105.0,-105.0
roboticsLab_000138,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-69.0,-105.0,-82.0,-105.0,-105.0,-82.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-87.0,-59.0,-105.0,-105.0,-105.0
roboticsLab_000143,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-76.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-66.0,-105.0,-87.0,-105.0,-105.0,-85.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-105.0,-67.0,-105.0,-105.0,-105.0
roboticsLab_000148,-105.0,-105.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-85.0,-73.0,-87.0,-105.0,-84.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-79.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-53.0,-105.0,-105.0,-89.0
roboticsLab_000153,-105.0,-105.0,-105.0,-90.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-74.0,-105.0,-105.0,-105.0,-105.0,-82.0,-87.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-56.0,-105.0,-105.0,-105.0
roboticsLab_000158,-105.0,-105.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-86.0,-76.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-74.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-58.0,-105.0,-105.0,-105.0
roboticsLab_000203,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-85.0,-79.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-72.0,-105.0,-89.0,-105.0,-105.0,-89.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-66.0,-105.0,-105.0,-105.0
roboticsLab_000208,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-86.0,-74.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-74.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-61.0,-105.0,-105.0,-105.0
roboticsLab_000213,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-80.0,-75.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-91.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-67.0,-105.0,-105.0,-105.0
roboticsLab_000218,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-72.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-75.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-64.0,-105.0,-105.0,-86.0
roboticsLab_000223,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-72.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-89.0,-105.0,-84.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-61.0,-105.0,-105.0,-88.0
roboticsLab_000228,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-71.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-63.0,-105.0,-105.0,-88.0
roboticsLab_000233,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-82.0,-72.0,-105.0,-105.0,-82.0,-105.0,-105.0,-105.0,-74.0,-105.0,-105.0,-105.0,-105.0,-89.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-68.0,-105.0,-105.0,-88.0
roboticsLab_000238,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-83.0,-72.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-72.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-67.0,-105.0,-105.0,-87.0
roboticsLab_000243,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-66.0,-105.0,-105.0,-88.0
roboticsLab_000248,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-76.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-64.0,-105.0,-105.0,-105.0
roboticsLab_000253,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-75.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-66.0,-105.0,-105.0,-105.0
roboticsLab_000258,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-105.0,-89.0,-105.0,-105.0,-85.0,-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-57.0,-105.0,-105.0,-105.0
roboticsLab_000303,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-55.0,-105.0,-105.0,-105.0
roboticsLab_000308,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-78.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-54.0,-105.0,-105.0,-105.0
roboticsLab_000313,-105.0,-105.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-85.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-63.0,-105.0,-105.0,-105.0
roboticsLab_000318,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-78.0,-87.0,-105.0,-90.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-56.0,-105.0,-105.0,-105.0
roboticsLab_000323,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-75.0,-87.0,-105.0,-84.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-55.0,-105.0,-105.0,-105.0
roboticsLab_000328,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-105.0,-84.0,-105.0,-105.0,-79.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-67.0,-105.0,-105.0,-105.0
roboticsLab_000333,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-78.0,-105.0,-65.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-64.0,-105.0,-105.0,-105.0
roboticsLab_000338,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-105.0,-105.0,-105.0,-105.0,-78.0,-105.0,-66.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-60.0,-105.0,-105.0,-105.0
roboticsLab_000343,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-88.0,-105.0,-105.0,-80.0,-105.0,-58.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-60.0,-105.0,-105.0,-105.0
roboticsLab_000348,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-58.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-62.0,-105.0,-105.0,-105.0
roboticsLab_000353,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-84.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-64.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-63.0,-105.0,-105.0,-105.0
roboticsLab_000358,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-67.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-62.0,-105.0,-105.0,-105.0
roboticsLab_000403,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-67.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-63.0,-105.0,-105.0,-105.0
roboticsLab_000408,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-90.0,-83.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0,-105.0,-79.0,-105.0,-57.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-90.0,-58.0,-105.0,-105.0,-105.0
roboticsLab_000413,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-68.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-58.0,-105.0,-105.0,-105.0
roboticsLab_000418,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.5,-105.0,-105.0,-105.0,-105.0,-74.5,-105.0,-65.5,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-59.5,-105.0,-105.0,-105.0
